query,label,label_text
Code game rắn săn mồi đơn giản,2,khác
Tạo câu hỏi về vòng lặp while trong Pascal,0,hỏi
Sinh câu hỏi kiểm tra về set trong Python,0,hỏi
Cho tôi câu hỏi về địa chỉ MAC,0,hỏi
Tạo câu hỏi trắc nghiệm về thuật toán DFS,0,hỏi
Đưa ra câu hỏi về string trong Pascal,0,hỏi
Làm câu hỏi về hàm SUM trong Excel,0,hỏi
Tạo câu hỏi về giao thức FTP,0,hỏi
Sinh câu hỏi thi học sinh giỏi tin học,0,hỏi
Cho tôi câu hỏi về đồ thị có hướng,0,hỏi
Tạo câu hỏi ôn tập về kiểu dữ liệu trong Pascal,0,hỏi
Đánh giá code có tuân thủ coding convention không,1,trả lời
Kiểm tra câu trả lời về cấu trúc dữ liệu đúng chưa,1,trả lời
Chấm điểm và phân loại bài làm,1,trả lời
Xem code có cần refactor không,1,trả lời
Review câu trả lời về độ phức tạp thời gian,1,trả lời
Đánh giá xem thuật toán có đúng không,1,trả lời
Kiểm tra code có lỗi logic không,1,trả lời
Chấm bài seminar tin học này,1,trả lời
Xem code này có chất lượng không,1,trả lời
Đánh giá độ tối ưu của giải thuật,1,trả lời
Viết chương trình chuyển đổi số sang nhị phân,2,khác
Giải thích cách hoạt động của DNS,2,khác
Tạo query SELECT trong SQL,2,khác
Code thuật toán tìm kiếm tuyến tính,2,khác
Hướng dẫn format văn bản trong Word,2,khác
Viết hàm tính lũy thừa bằng đệ quy,2,khác
Tạo animation trong PowerPoint,2,khác
Viết chương trình sắp xếp chèn,2,khác
Giải thích khái niệm big O notation,2,khác
Code chương trình tính diện tích hình học,2,khác
Hãy tạo câu hỏi về procedure trong Pascal,0,hỏi
Sinh câu hỏi kiểm tra về class trong Python,0,hỏi
Cho tôi câu hỏi về phân lớp mạng,0,hỏi
Tạo câu hỏi trắc nghiệm về cây AVL,0,hỏi
Đưa ra câu hỏi về array 2D trong Pascal,0,hỏi
Làm câu hỏi về hàm IF lồng nhau trong Excel,0,hỏi
Tạo câu hỏi về email và SMTP,0,hỏi
Sinh câu hỏi thi vào lớp 10 chuyên tin,0,hỏi
Cho tôi câu hỏi về thuật toán Kruskal,0,hỏi
Tạo câu hỏi ôn tập về boolean trong Pascal,0,hỏi
Kiểm tra xem code có chạy đúng thuật toán không,1,trả lời
Đánh giá câu trả lời về độ hiệu quả,1,trả lời
Chấm điểm bài thi thử tin học,1,trả lời
Xem code có handle edge case không,1,trả lời
Review câu trả lời về tính đúng đắn,1,trả lời
Đánh giá xem code có bug không,1,trả lời
Kiểm tra câu trả lời có đầy đủ test case không,1,trả lời
Chấm bài thực hành lập trình này,1,trả lời
Xem code này đủ tiêu chuẩn chưa,1,trả lời
Đánh giá tính chính xác của thuật toán,1,trả lời
Viết chương trình đảo ngược chuỗi,2,khác
Tạo bảng tính lương trong Excel,2,khác
Code thuật toán sàng Eratosthenes,2,khác
Giải thích cách thức hoạt động của firewall,2,khác
Viết hàm kiểm tra năm nhuận,2,khác
Hướng dẫn tạo mục lục tự động trong Word,2,khác
Tạo template slide PowerPoint,2,khác
Viết chương trình tính tổ hợp chập k,2,khác
Giải thích sự khác biệt LAN và WAN,2,khác
Code chương trình mô phỏng ATM,2,khác
Tạo ra một số câu hỏi về sort algorithm,0,hỏi
Sinh câu hỏi kiểm tra về for loop Python,0,hỏi
Cho tôi câu hỏi về gateway mạng,0,hỏi
Tạo câu hỏi trắc nghiệm về linked list,0,hỏi
Đưa ra câu hỏi về record type Pascal,0,hỏi
Làm câu hỏi về conditional formatting Excel,0,hỏi
Tạo câu hỏi về SSL và HTTPS,0,hỏi
Sinh câu hỏi thi đầu vào lớp 10 tin học,0,hỏi
Cho tôi câu hỏi về hash table,0,hỏi
Tạo câu hỏi ôn tập về function Pascal,0,hỏi
Đánh giá code có clean code không,1,trả lời
Kiểm tra câu trả lời về database normalization đúng không,1,trả lời
Chấm điểm bài kiểm tra giữa kỳ tin,1,trả lời
Xem code có memory leak không,1,trả lời
Review câu trả lời về space complexity,1,trả lời
Đánh giá xem SQL query có tối ưu không,1,trả lời
Kiểm tra code có xử lý exception không,1,trả lời
Chấm bài báo cáo tin học này,1,trả lời
Xem thuật toán này có giá trị không,1,trả lời
Đánh giá độ phức tạp không gian,1,trả lời
Viết chương trình tìm BCNN của hai số,2,khác
Tạo form đăng ký trong Access,2,khác
Code thuật toán Floyd-Warshall,2,khác
Giải thích cách thức hoạt động của VPN,2,khác
Viết hàm đệ quy tính Fibonacci,2,khác
Hướng dẫn tracking changes trong Word,2,khác
Tạo interactive quiz trong PowerPoint,2,khác
Viết chương trình kiểm tra số Armstrong,2,khác
Giải thích khái niệm bandwidth,2,khác
Code chương trình quản lý thư viện,2,khác
Hãy cho tôi câu hỏi về array passing Pascal,0,hỏi
Sinh câu hỏi kiểm tra về lambda Python,0,hỏi
Cho tôi câu hỏi về DHCP server,0,hỏi
Tạo câu hỏi trắc nghiệm về binary search tree,0,hỏi
Đưa ra câu hỏi về text file handling Pascal,0,hỏi
Làm câu hỏi về data validation Excel,0,hỏi
Tạo câu hỏi về cloud computing cơ bản,0,hỏi
Sinh câu hỏi thi chọn HSG quốc gia tin,0,hỏi
Cho tôi câu hỏi về graph traversal,0,hỏi
Tạo câu hỏi ôn tập về enumeration Pascal,0,hỏi
Kiểm tra code có follow DRY principle không,1,trả lời
Đánh giá câu trả lời về normalization đúng không,1,trả lời
Chấm điểm và xếp hạng bài code,1,trả lời
Xem code có scalable không,1,trả lời
Review câu trả lời về worst case scenario,1,trả lời
Đánh giá xem code có maintainable không,1,trả lời
Kiểm tra code có security issues không,1,trả lời
Chấm bài đồ án tin học này,1,trả lời
Xem code này có professional không,1,trả lời
Đánh giá tính robust của code,1,trả lời
Viết chương trình tìm phần tử lặp lại,2,khác
Tạo dashboard trong Excel với chart,2,khác
Code thuật toán Bellman-Ford,2,khác
Giải thích sự khác biệt TCP và UDP,2,khác
Viết hàm tính giai thừa có memoization,2,khác
Hướng dẫn compare documents trong Word,2,khác
Tạo master slide trong PowerPoint,2,khác
Viết chương trình kiểm tra dãy con tăng,2,khác
Giải thích cách thức NAT hoạt động,2,khác
Code game tic-tac-toe console,2,khác
Tạo câu hỏi về scope variable Pascal,0,hỏi
Sinh câu hỏi kiểm tra về list comprehension Python,0,hỏi
Cho tôi câu hỏi về DNS resolution,0,hỏi
Tạo câu hỏi trắc nghiệm về heap data structure,0,hỏi
Đưa ra câu hỏi về type casting Pascal,0,hỏi
Làm câu hỏi về array formula Excel,0,hỏi
Tạo câu hỏi về IoT và sensors,0,hỏi
Sinh câu hỏi Olympic tin học Châu Á,0,hỏi
Cho tôi câu hỏi về minimum spanning tree,0,hỏi
Tạo câu hỏi ôn tập về set type Pascal,0,hỏi
Đánh giá code có readable không,1,trả lời
Kiểm tra câu trả lời về indexing database đúng chưa,1,trả lời
Chấm điểm bài thi Olympic tin,1,trả lời
Xem code có handle concurrency không,1,trả lời
Review câu trả lời về best case performance,1,trả lời
Đánh giá xem query có avoid N+1 problem không,1,trả lời
Kiểm tra code có proper naming convention không,1,trả lời
Chấm bài nghiên cứu thuật toán này,1,trả lời
Xem code này có enterprise-ready không,1,trả lời
Đánh giá performance bottleneck của code,1,trả lời
Viết chương trình tìm chuỗi con chung dài nhất,2,khác
Tạo macro VBA trong Excel,2,khác
Code thuật toán A* pathfinding,2,khác
Giải thích cách thức packet switching,2,khác
Viết hàm binary search đệ quy,2,khác
Hướng dẫn mail merge với Excel data,2,khác
Tạo transition effects trong PowerPoint,2,khác
Viết chương trình giải bài toán ba lô,2,khác
Giải thích khái niệm latency và throughput,2,khác
Code chương trình quản lý kho hàng,2,khác
Hãy tạo câu hỏi về operator precedence Pascal,0,hỏi
Sinh câu hỏi kiểm tra về decorator Python,0,hỏi
Cho tôi câu hỏi về routing protocol,0,hỏi
Tạo câu hỏi trắc nghiệm về red-black tree,0,hỏi
Đưa ra câu hỏi về unit Pascal programming,0,hỏi
Làm câu hỏi về power query Excel,0,hỏi
Tạo câu hỏi về cybersecurity basics,0,hỏi
Sinh câu hỏi thi ACM ICPC regional,0,hỏi
Cho tôi câu hỏi về topological sort,0,hỏi
Tạo câu hỏi ôn tập về dynamic array Pascal,0,hỏi
Kiểm tra xem code có memory efficient không,1,trả lời
Đánh giá câu trả lời về query optimization đúng không,1,trả lời
Chấm điểm bài thi học kỳ tin học,1,trả lời
Xem code có thread-safe không,1,trả lời
Review câu trả lời về average case complexity,1,trả lời
Đánh giá xem code có testable không,1,trả lời
Kiểm tra code có proper error handling không,1,trả lời
Chấm bài tiểu luận thuật toán này,1,trả lời
Xem code này có production-ready không,1,trả lời
Đánh giá code smell và anti-patterns,1,trả lời
Viết chương trình đếm số lần xuất hiện phần tử,2,khác
Tạo pivot table trong Excel,2,khác
Code thuật toán Prim's algorithm,2,khác
Giải thích cách thức load balancing,2,khác
Viết hàm merge hai mảng đã sắp xếp,2,khác
Hướng dẫn create table of contents Word,2,khác
Tạo embedded video trong PowerPoint,2,khác
Viết chương trình tìm đường đi Euler,2,khác
Giải thích khái niệm CDN hoạt động,2,khác
Code chương trình mô phỏng bãi đỗ xe,2,khác
Tạo ra câu hỏi về exception handling Pascal,0,hỏi
Sinh câu hỏi kiểm tra về generator Python,0,hỏi
Cho tôi câu hỏi về VLAN configuration,0,hỏi
Tạo câu hỏi trắc nghiệm về trie data structure,0,hỏi
Đưa ra câu hỏi về generic types Pascal,0,hỏi
Làm câu hỏi về what-if analysis Excel,0,hỏi
Tạo câu hỏi về machine learning basics,0,hỏi
Sinh câu hỏi thi Codeforces style,0,hỏi
Cho tôi câu hỏi về network flow algorithms,0,hỏi
Tạo câu hỏi ôn tập về interface Pascal,0,hỏi
Đánh giá code có follow SOLID principles không,1,trả lời
Kiểm tra câu trả lời về transaction isolation đúng không,1,trả lời
Chấm điểm bài thi thử Olympic tin,1,trả lời
Xem code có avoid race condition không,1,trả lời
Review câu trả lời về amortized complexity,1,trả lời
Đánh giá xem architecture có scalable không,1,trả lời
Kiểm tra code có proper documentation không,1,trả lời
Chấm bài khóa luận tin học này,1,trả lời
Xem code này có industry standard không,1,trả lời
Đánh giá technical debt trong code,1,trả lời
Viết chương trình kiểm tra biểu thức ngoặc,2,khác
Tạo conditional formatting rules Excel,2,khác
Code thuật toán Huffman encoding,2,khác
Giải thích cách thức content delivery network,2,khác
Viết hàm quick select algorithm,2,khác
Hướng dẫn cross-reference trong Word,2,khác
Tạo custom animation timeline PowerPoint,2,khác
Viết chương trình tìm chu trình Hamilton,2,khác
Giải thích khái niệm QoS networking,2,khác
Code chương trình đặt phòng khách sạn,2,khác
Hãy cho tôi câu hỏi về inline assembly Pascal,0,hỏi
Sinh câu hỏi kiểm tra về asyncio Python,0,hỏi
Cho tôi câu hỏi về BGP protocol,0,hỏi
Tạo câu hỏi trắc nghiệm về B-tree structure,0,hỏi
Đưa ra câu hỏi về object Pascal OOP,0,hỏi
Làm câu hỏi về solver add-in Excel,0,hỏi
Tạo câu hỏi về blockchain technology,0,hỏi
Sinh câu hỏi thi Google Code Jam,0,hỏi
Cho tôi câu hỏi về strongly connected components,0,hỏi
Tạo câu hỏi ôn tập về multithreading Pascal,0,hỏi
Kiểm tra code có low coupling high cohesion không,1,trả lời
Đánh giá câu trả lời về ACID properties đúng không,1,trả lời
Chấm điểm bài thi chọn đội tuyển tin,1,trả lời
Xem code có proper separation of concerns không,1,trả lời
Review câu trả lời về cache complexity,1,trả lời
Đánh giá xem design pattern có appropriate không,1,trả lời
Kiểm tra code có code coverage adequate không,1,trả lời
Chấm bài nghiên cứu khoa học tin học này,1,trả lời
Xem code này có enterprise architecture không,1,trả lời
Đánh giá maintainability index của code,1,trả lời
Tạo 10 câu hỏi trắc nghiệm về vòng lặp while,0,hỏi
Sinh câu hỏi kiểm tra kiến thức về mảng 1 chiều,0,hỏi
Cho tôi 5 câu hỏi về thuật toán sắp xếp nổi bọt,0,hỏi
Đưa ra câu hỏi về hàm đệ quy trong Pascal,0,hỏi
Làm câu hỏi trắc nghiệm về biến và kiểu dữ liệu,0,hỏi
Tạo câu hỏi thi học kỳ về cấu trúc rẽ nhánh,0,hỏi
Sinh câu hỏi về thuật toán tìm kiếm tuần tự,0,hỏi
Cho tôi câu hỏi về xử lý chuỗi trong Pascal,0,hỏi
Đưa ra 3 câu hỏi về cấu trúc dữ liệu stack,0,hỏi
Tạo câu hỏi về địa chỉ IP và subnet mask,0,hỏi
Chấm điểm đáp án học sinh trả lời,1,trả lời
Đánh giá xem em làm bài có chính xác không,1,trả lời
Xem câu trả lời này được mấy điểm,1,trả lời
Review đáp án của học sinh giúp tôi,1,trả lời
Kiểm tra code Pascal này có chạy đúng không,1,trả lời
Đánh giá thuật toán em viết có tối ưu không,1,trả lời
Xem câu trả lời có logic không,1,trả lời
Đánh giá độ chính xác của đáp án,1,trả lời
Viết chương trình tính tổng dãy số,2,khác
Giải thích cách hoạt động của thuật toán QuickSort,2,khác
Code Pascal tìm ước chung lớn nhất,2,khác
Hướng dẫn cách sử dụng vòng lặp for,2,khác
Tạo bảng tính Excel quản lý học sinh,2,khác
Giải bài toán này bằng đệ quy,2,khác
Dịch đoạn code Python sang Pascal,2,khác
Tối ưu đoạn code này giúp tôi,2,khác
Debug chương trình Pascal bị lỗi,2,khác
Viết hàm kiểm tra số nguyên tố,2,khác
Sinh câu hỏi kiểm tra về list trong Python,0,hỏi
Cho tôi câu hỏi về giao thức TCP/IP,0,hỏi
Tạo 8 câu hỏi trắc nghiệm về SQL cơ bản,0,hỏi
Làm câu hỏi về con trỏ trong Pascal,0,hỏi
Tạo câu hỏi thi giữa kỳ về file Pascal,0,hỏi
Sinh câu hỏi về cấu trúc dữ liệu queue,0,hỏi
Cho tôi câu hỏi về hàm IF trong Excel,0,hỏi
Đưa ra câu hỏi về thuật toán Dijkstra,0,hỏi
Xem đáp án này có đầy đủ không,1,trả lời
Đánh giá code có tối ưu bộ nhớ không,1,trả lời
Kiểm tra thuật toán có đúng logic không,1,trả lời
Chấm điểm bài làm tin học,1,trả lời
Review xem code có bug không,1,trả lời
Đánh giá độ phức tạp thuật toán có đúng không,1,trả lời
Kiểm tra đáp án có sai sót gì không,1,trả lời
Xem bài làm được bao nhiêu điểm,1,trả lời
Chấm bài tập Pascal về nhà,1,trả lời
Đánh giá chất lượng code này,1,trả lời
Tạo sơ đồ khối cho thuật toán,2,khác
Viết chương trình sắp xếp mảng giảm dần,2,khác
Code chương trình tính giai thừa,2,khác
Hướng dẫn tạo bảng trong Excel,2,khác
Tạo cơ sở dữ liệu Access đơn giản,2,khác
Giải thích sự khác biệt while và repeat,2,khác
Viết code chuyển số thập phân sang nhị phân,2,khác
Tối ưu thuật toán này cho hiệu quả hơn,2,khác
Tạo ra câu hỏi về mảng 2 chiều Pascal,0,hỏi
Sinh câu hỏi kiểm tra về dictionary Python,0,hỏi
Cho tôi câu hỏi về mô hình OSI 7 lớp,0,hỏi
Tạo câu hỏi trắc nghiệm về cây nhị phân,0,hỏi
Làm câu hỏi về hàm VLOOKUP Excel,0,hỏi
Tạo câu hỏi về thuật toán DFS,0,hỏi
Cho tôi câu hỏi về linked list,0,hỏi
Đưa ra câu hỏi về DNS và domain,0,hỏi
Kiểm tra xem code có chạy đúng yêu cầu không,1,trả lời
Đánh giá đáp án có đạt tiêu chuẩn không,1,trả lời
Xem thuật toán có hiệu quả không,1,trả lời
Review code về mặt cú pháp,1,trả lời
Đánh giá xem em làm bài có đủ điểm không,1,trả lời
Kiểm tra đáp án có thiếu bước nào không,1,trả lời
Xem code này có lỗi runtime không,1,trả lời
Đánh giá tính đúng đắn của lời giải,1,trả lời
Viết chương trình tìm số lớn nhất trong mảng,2,khác
Giải thích cách hoạt động của router,2,khác
Code thuật toán sắp xếp chèn,2,khác
Hướng dẫn sử dụng pivot table Excel,2,khác
Tạo form nhập liệu trong Access,2,khác
Viết hàm tính tổ hợp chập k,2,khác
Code chương trình kiểm tra chuỗi palindrome,2,khác
Debug lỗi compilation trong Pascal,2,khác
Hãy cho tôi câu hỏi về thuật toán BFS,0,hỏi
Sinh câu hỏi kiểm tra về tuple Python,0,hỏi
Cho tôi câu hỏi về VLAN và switch,0,hỏi
Tạo câu hỏi trắc nghiệm về hash table,0,hỏi
Đưa ra câu hỏi về xử lý file text Pascal,0,hỏi
Sinh câu hỏi thi HSG tin học,0,hỏi
Đưa ra câu hỏi về firewall và bảo mật,0,hỏi
Kiểm tra code có handle exception không,1,trả lời
Đánh giá đáp án có chuyên nghiệp không,1,trả lời
Xem thuật toán có xử lý edge case không,1,trả lời
Review code về độ phức tạp thời gian,1,trả lời
Đánh giá xem đáp án có sáng tạo không,1,trả lời
Kiểm tra bài làm có đúng format không,1,trả lời
Xem code này có memory leak không,1,trả lời
Chấm bài tập lớn tin học,1,trả lời
Đánh giá tính tối ưu của code,1,trả lời
Viết chương trình tính BCNN hai số,2,khác
Giải thích cách hoạt động của VPN,2,khác
Code thuật toán Merge Sort,2,khác
Hướng dẫn tạo chart trong Excel,2,khác
Viết hàm đệ quy tính lũy thừa,2,khác
Giải thích khái niệm encapsulation,2,khác
Code chương trình chuyển số sang La Mã,2,khác
Tạo template PowerPoint về mạng máy tính,2,khác
Tối ưu query SQL này,2,khác
Tạo câu hỏi về vòng lặp repeat-until Pascal,0,hỏi
Sinh câu hỏi kiểm tra về set Python,0,hỏi
Đưa ra câu hỏi về string manipulation Pascal,0,hỏi
Tạo câu hỏi về thuật toán Floyd-Warshall,0,hỏi
Sinh câu hỏi thi chọn đội tuyển tin,0,hỏi
Cho tôi câu hỏi về spanning tree protocol,0,hỏi
Đưa ra câu hỏi về quy hoạch động,0,hỏi
Kiểm tra đáp án có đúng syntax không,1,trả lời
Chấm điểm bài Olympic tin học,1,trả lời
Xem thuật toán có scalable không,1,trả lời
Review code về naming convention,1,trả lời
Đánh giá xem đáp án có logic chặt chẽ không,1,trả lời
Kiểm tra bài làm có đủ test case không,1,trả lời
Xem code này có follow best practice không,1,trả lời
Chấm bài thực hành lập trình,1,trả lời
Đánh giá performance của thuật toán,1,trả lời
Viết chương trình tìm số hoàn hảo,2,khác
Giải thích cách hoạt động của load balancer,2,khác
Tạo stored procedure trong SQL,2,khác
Giải thích sự khác biệt stack và heap,2,khác
Code chương trình giải phương trình bậc hai,2,khác
Refactor code này cho clean hơn,2,khác
Hãy tạo câu hỏi về operator trong Pascal,0,hỏi
Sinh câu hỏi kiểm tra về lambda function Python,0,hỏi
Tạo câu hỏi trắc nghiệm về B-tree,0,hỏi
Đưa ra câu hỏi về array trong Pascal,0,hỏi
Tạo câu hỏi về thuật toán Kruskal,0,hỏi
Sinh câu hỏi thi ACM ICPC,0,hỏi
Đưa ra câu hỏi về cloud computing,0,hỏi
Kiểm tra đáp án có complete không,1,trả lời
Đánh giá code có maintainable không,1,trả lời
Xem thuật toán có robust không,1,trả lời
Review code về error handling,1,trả lời
Đánh giá xem đáp án có thuyết phục không,1,trả lời
Kiểm tra bài làm có đúng thuật toán không,1,trả lời
Chấm bài seminar tin học,1,trả lời
Đánh giá code coverage của test,1,trả lời
Viết chương trình đảo ngược mảng,2,khác
Giải thích cách hoạt động của CDN,2,khác
Code thuật toán Heap Sort,2,khác
Hướng dẫn tạo pivot chart Excel,2,khác
Tạo trigger trong SQL,2,khác
Giải thích khái niệm polymorphism,2,khác
Code chương trình tính số Catalan,2,khác
Tạo master slide PowerPoint,2,khác
Optimize database query này,2,khác
Tạo câu hỏi về boolean logic Pascal,0,hỏi
Tạo câu hỏi về thuật toán Bellman-Ford,0,hỏi
Đưa ra câu hỏi về IoT và sensors,0,hỏi
Kiểm tra đáp án có accurate không,1,trả lời
Đánh giá code có secure không,1,trả lời
Chấm điểm bài thi thử Olympic,1,trả lời
Xem thuật toán có efficient không,1,trả lời
Review code về code smell,1,trả lời
Đánh giá xem đáp án có rõ ràng không,1,trả lời
Kiểm tra bài làm có optimize không,1,trả lời
Xem code này có testable không,1,trả lời
Chấm bài báo cáo tin học,1,trả lời
Đánh giá complexity analysis có đúng không,1,trả lời
Giải thích cách hoạt động của DNS resolution,2,khác
Code thuật toán Prim,2,khác
Hướng dẫn tạo dashboard Excel,2,khác
Tạo view trong SQL,2,khác
Viết hàm merge two sorted arrays,2,khác
Giải thích khái niệm inheritance,2,khác
Code chương trình tính số Bell,2,khác
Tạo interactive presentation PowerPoint,2,khác
Profile code để tìm bottleneck,2,khác
Hãy cho tôi câu hỏi về enumeration Pascal,0,hỏi
Tạo câu hỏi trắc nghiệm về trie structure,0,hỏi
Đưa ra câu hỏi về pointer arithmetic Pascal,0,hỏi
Tạo câu hỏi về thuật toán A star,0,hỏi
Sinh câu hỏi thi Codeforces,0,hỏi
Đưa ra câu hỏi về machine learning basics,0,hỏi
Kiểm tra đáp án có coherent không,1,trả lời
Đánh giá code có extensible không,1,trả lời
Chấm điểm bài thi chọn HSG,1,trả lời
Xem thuật toán có correct không,1,trả lời
Review code về SOLID principles,1,trả lời
Đánh giá xem đáp án có đầy đủ không,1,trả lời
Kiểm tra bài làm có clean code không,1,trả lời
Xem code này có reusable không,1,trả lời
Chấm bài đồ án tin học,1,trả lời
Đánh giá space complexity có đúng không,1,trả lời
Viết chương trình kiểm tra biểu thức ngoặc hợp lệ,2,khác
Giải thích cách hoạt động của NAT,2,khác
Code thuật toán Counting Sort,2,khác
Hướng dẫn sử dụng solver Excel,2,khác
Tạo index trong SQL,2,khác
Viết hàm tìm phần tử xuất hiện nhiều nhất,2,khác
Giải thích khái niệm abstraction,2,khác
Code chương trình sinh hoán vị,2,khác
Tạo custom animation PowerPoint,2,khác
Benchmark performance của code,2,khác
Cho tôi câu hỏi về subnet calculation,0,hỏi
Tạo câu hỏi trắc nghiệm về segment tree,0,hỏi
Đưa ra câu hỏi về dynamic array Pascal,0,hỏi
Tạo câu hỏi về thuật toán Huffman coding,0,hỏi
Sinh câu hỏi thi USACO,0,hỏi
Đưa ra câu hỏi về blockchain technology,0,hỏi
Kiểm tra đáp án có thorough không,1,trả lời
Đánh giá code có modular không,1,trả lời
Xem thuật toán có optimal không,1,trả lời
Review code về design patterns,1,trả lời
Đánh giá xem đáp án có mạch lạc không,1,trả lời
Kiểm tra bài làm có documentation không,1,trả lời
Xem code này có scalable không,1,trả lời
Chấm bài khóa luận tin học,1,trả lời
Đánh giá amortized complexity có đúng không,1,trả lời
Viết chương trình tìm tất cả cặp số có tổng bằng k,2,khác
Giải thích cách hoạt động của SSL/TLS,2,khác
Code thuật toán Radix Sort,2,khác
Hướng dẫn tạo sparklines Excel,2,khác
Tạo stored function trong SQL,2,khác
Viết hàm tìm phần tử thứ k lớn nhất,2,khác
Giải thích khái niệm composition,2,khác
Code chương trình tính số Stirling,2,khác
Tạo video embedded PowerPoint,2,khác
Load test ứng dụng này,2,khác
Hãy tạo câu hỏi về unit testing Pascal,0,hỏi
Cho tôi câu hỏi về packet switching,0,hỏi
Tạo câu hỏi trắc nghiệm về fenwick tree,0,hỏi
Đưa ra câu hỏi về generic programming Pascal,0,hỏi
Làm câu hỏi về goal seek Excel,0,hỏi
Tạo câu hỏi về thuật toán KMP,0,hỏi
Sinh câu hỏi thi IOI,0,hỏi
Đưa ra câu hỏi về deep learning fundamentals,0,hỏi
Kiểm tra đáp án có precise không,1,trả lời
Đánh giá code có DRY không,1,trả lời
Chấm điểm bài thi thử đại học,1,trả lời
Xem thuật toán có sound không,1,trả lời
Review code về anti-patterns,1,trả lời
Đánh giá xem đáp án có concise không,1,trả lời
Kiểm tra bài làm có unit test không,1,trả lời
Xem code này có fault-tolerant không,1,trả lời
Chấm bài nghiên cứu khoa học tin học,1,trả lời
Đánh giá worst case complexity có đúng không,1,trả lời
Giải thích cách hoạt động của HTTPS handshake,2,khác
Code thuật toán Bucket Sort,2,khác
Hướng dẫn tạo slicers Excel,2,khác
Tạo transaction trong SQL,2,khác
Viết hàm tính edit distance,2,khác
Giải thích khái niệm dependency injection,2,khác
Code chương trình tính số Euler,2,khác
Tạo transition timeline PowerPoint,2,khác
Stress test hệ thống này,2,khác
Tạo câu hỏi về memory management Pascal,0,hỏi
Sinh câu hỏi kiểm tra về context manager Python,0,hỏi
Cho tôi câu hỏi về MPLS network,0,hỏi
Tạo câu hỏi trắc nghiệm về suffix array,0,hỏi
Đưa ra câu hỏi về inline assembly Pascal,0,hỏi
Làm câu hỏi về power pivot Excel,0,hỏi
Tạo câu hỏi về thuật toán Rabin-Karp,0,hỏi
Sinh câu hỏi thi IMO,0,hỏi
Cho tôi câu hỏi về bipartite matching,0,hỏi
Đưa ra câu hỏi về neural networks basics,0,hỏi
Kiểm tra đáp án có rigorous không,1,trả lời
Đánh giá code có KISS không,1,trả lời
Chấm điểm bài thi vào lớp 10 chuyên,1,trả lời
Xem thuật toán có complete không,1,trả lời
Review code về code duplication,1,trả lời
Đánh giá xem đáp án có elegant không,1,trả lời
Kiểm tra bài làm có integration test không,1,trả lời
Xem code này có self-documenting không,1,trả lời
Chấm bài luận văn thạc sĩ tin học,1,trả lời
Đánh giá best case complexity có đúng không,1,trả lời
Em muốn sinh 5 câu hỏi trắc nghiệm về cấu trúc dữ liệu mảng một chiều và mảng hai chiều trong C++,0,hỏi
Tạo cho tôi 3 câu hỏi tự luận về thuật toán sắp xếp nổi bọt bubble sort và phân tích độ phức tạp,0,hỏi
Sinh câu hỏi vận dụng cao về lập trình hướng đối tượng OOP bao gồm tính kế thừa và đa hình trong Java,0,hỏi
Cho tôi 4 câu hỏi về cách tính độ phức tạp thời gian và không gian của thuật toán Big O notation,0,hỏi
Hãy tạo 5 bài tập về sử dụng con trỏ pointer và cấp phát động trong ngôn ngữ lập trình C++,0,hỏi
Viết câu hỏi thực hành về cây nhị phân tìm kiếm BST bao gồm thêm xóa và duyệt cây,0,hỏi
Tạo 6 câu hỏi trắc nghiệm về cấu trúc dữ liệu Stack và Queue ứng dụng trong giải thuật,0,hỏi
Sinh 3 câu hỏi về thuật toán tìm kiếm nhị phân binary search và điều kiện áp dụng trên mảng,0,hỏi
Em cần kiểm tra đáp án của câu hỏi số 1 về mảng là đáp án A hay B mới đúng,1,trả lời
Cho em xem đáp án chi tiết của bài 3 về thuật toán Quicksort có giải thích từng bước thực hiện,1,trả lời
Kiểm tra giúp em đáp án B của câu hỏi về danh sách liên kết đơn có đúng hay không và tại sao,1,trả lời
Giải thích đáp án đúng của câu 5 về độ phức tạp thuật toán và phân tích cách tính chi tiết,1,trả lời
Đưa ra lời giải hoàn chỉnh cho bài toán đệ quy tính giai thừa này kèm theo code minh họa bằng Python,1,trả lời
Sinh đáp án và hướng dẫn giải chi tiết cho câu hỏi về cài đặt Stack bằng danh sách liên kết,1,trả lời
Em muốn biết kết quả đúng của bài toán về cây AVL là gì và cách cân bằng cây như thế nào,1,trả lời
Cung cấp đáp án có giải thích cho bài tập về thuật toán tìm đường đi ngắn nhất Dijkstra trên đồ thị,1,trả lời
Hãy cho em biết đáp án chính xác của câu hỏi về Hash Table và xử lý đụng độ collision,1,trả lời
Giải bài toán về duyệt cây nhị phân theo thứ tự inorder preorder và postorder kèm code C++,1,trả lời
Giải thích chi tiết khái niệm Stack là gì cấu trúc LIFO hoạt động như thế nào và ứng dụng thực tế,2,khác
So sánh ưu nhược điểm giữa ngôn ngữ lập trình Python và Java về cú pháp hiệu suất và lĩnh vực ứng dụng,2,khác
Kể về lịch sử phát triển của ngôn ngữ lập trình C từ khi ra đời đến nay và tác động đến các ngôn ngữ khác,2,khác
Phân tích các ứng dụng của trí tuệ nhân tạo AI và machine learning trong đời sống hiện đại và tương lai,2,khác
Đánh giá ưu và nhược điểm của thuật toán Quicksort so với Merge Sort về độ phức tạp và ổn định,2,khác
